Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD3887,City_34,College_157,3rd,Cyber Security,Instagram
LD3888,City_26,College_120,4th,ML,Instagram
LD3889,City_40,College_151,2nd,statistics,LinkedIn
LD3890,City_64,College_134,4th,Data Science,Whatsapp
LD3891,,College_27,4th,ML,Google Form
LD3892,City_82,College_92,4th,Cyber Security,LinkedIn
LD3893,City_61,College_110,1st,,LinkedIn
LD3894,City_39,College_113,3rd,,Instagram
LD3895,City_91,College_113,2nd,AI,College Collaboration
LD3896,City_24,College_135,4th,Cyber Security,X
LD3897,City_83,College_199,2nd,statistics,Instagram
LD3898,City_4,College_93,1st,Electric Vehicle,Google Form
LD3899,City_2,College_52,2nd,Cyber Security,Instagram
LD3900,City_90,College_85,4th,AI,College Collaboration
LD3901,City_66,College_69,3rd,Data Science,Google Form
LD3902,City_78,College_6,2nd,Data Science,College Collaboration
LD3903,City_70,,3rd,Cyber Security,College Collaboration
LD3904,City_44,College_20,,statistics,College Collaboration
LD3905,City_44,College_154,2nd,AI,Mass-Mailing
LD3906,City_85,College_158,1st,Data Science,Instagram
LD3907,City_73,College_23,1st,statistics,Whatsapp
LD3908,City_77,College_77,3rd,,Mass-Mailing
LD3909,City_55,College_146,1st,Robotics,LinkedIn
LD3910,City_9,College_53,2nd,AI,Google Form
LD3911,City_87,College_6,1st,Data Science,LinkedIn
LD3912,City_9,College_126,1st,Data Science,Mass-Mailing
LD3913,City_96,College_111,3rd,AI,LinkedIn
LD3914,City_68,College_31,3rd,Data Science,Mass-Mailing
LD3915,City_55,College_171,4th,ML,Google Form
LD3916,City_42,College_110,3rd,Data Science,Instagram
LD3917,City_68,College_137,4th,AI,College Collaboration
LD3918,City_93,,2nd,Robotics,Instagram
LD3919,City_87,College_189,2nd,Data Science,LinkedIn
LD3920,City_82,College_45,3rd,Data Science,Mass-Mailing
LD3921,City_83,College_9,3rd,Cyber Security,LinkedIn
LD3922,City_66,College_180,3rd,AI,College Collaboration
LD3923,City_83,College_113,3rd,Cyber Security,Instagram
LD3924,City_82,College_17,3rd,Electric Vehicle,College Collaboration
LD3925,City_47,College_91,2nd,,Google Form
LD3926,City_75,College_39,3rd,AI,College Collaboration
LD3927,City_51,College_97,3rd,Data Science,Instagram
LD3928,City_83,College_115,4th,Robotics,LinkedIn
LD3929,City_4,College_113,3rd,Cyber Security,Whatsapp
LD3930,City_45,College_170,4th,AI,Instagram
LD3931,City_71,College_113,1st,statistics,Instagram
LD3932,City_39,College_187,3rd,AI,Instagram
LD3933,City_9,,4th,ML,Google Form
LD3934,City_1,College_97,2nd,Robotics,LinkedIn
LD3935,City_87,College_190,2nd,Cyber Security,X
LD3936,City_77,College_71,1st,Data Science,Whatsapp
LD3937,,College_42,2nd,,X
LD3938,City_83,College_152,2nd,Data Science,Google Form
LD3939,City_47,College_49,1st,Cyber Security,Other
LD3940,City_43,College_15,1st,Cyber Security,Mass-Mailing
LD3941,City_1,College_146,4th,Robotics,College Collaboration
LD3942,City_48,College_134,3rd,Data Science,College Collaboration
LD3943,City_55,College_111,4th,ML,College Collaboration
LD3944,City_89,College_77,1st,,Google Form
LD3945,City_51,College_119,2nd,Cyber Security,LinkedIn
LD3946,City_47,,4th,,College Collaboration
LD3947,City_55,College_113,3rd,Cyber Security,Whatsapp
LD3948,City_47,College_82,4th,statistics,Whatsapp
LD3949,City_64,College_101,2nd,Data Science,Whatsapp
LD3950,City_80,College_102,3rd,Robotics,Instagram
LD3951,City_64,College_180,1st,Robotics,Google Form
LD3952,City_91,College_62,3rd,Data Science,College Collaboration
LD3953,City_41,College_61,,Data Science,Instagram
LD3954,City_47,College_102,2nd,ML,Instagram
LD3955,City_68,College_26,3rd,Cyber Security,Google Form
LD3956,City_82,College_182,3rd,ML,College Collaboration
LD3957,City_26,College_24,3rd,ML,College Collaboration
LD3958,City_50,College_135,1st,Cyber Security,Google Form
LD3959,City_48,College_145,1st,Robotics,College Collaboration
LD3960,City_90,College_6,4th,Electric Vehicle,College Collaboration
LD3961,City_44,College_3,3rd,,
LD3962,City_30,College_89,4th,statistics,LinkedIn
LD3963,City_96,College_117,1st,Robotics,Whatsapp
LD3964,City_92,College_143,2nd,AI,Whatsapp
LD3965,City_8,College_163,3rd,Cyber Security,Google Form
LD3966,City_33,College_46,1st,Cyber Security,College Collaboration
LD3967,City_9,College_142,2nd,Data Science,College Collaboration
LD3968,City_9,College_120,4th,ML,
LD3969,City_44,College_158,1st,Cyber Security,Instagram
LD3970,City_10,College_24,2nd,Robotics,College Collaboration
LD3971,City_68,College_89,3rd,Data Science,Instagram
LD3972,City_33,College_117,2nd,Data Science,Instagram
LD3973,City_64,College_89,2nd,Data Science,LinkedIn
LD3974,City_1,,1st,Data Science,Whatsapp
LD3975,City_63,,3rd,Cyber Security,College Collaboration
LD3976,City_80,College_113,2nd,Cyber Security,Whatsapp
LD3977,City_83,College_81,1st,AI,College Collaboration
LD3978,City_53,College_10,1st,statistics,College Collaboration
LD3979,City_85,College_26,1st,ML,Whatsapp
LD3980,City_9,College_37,4th,,Instagram
LD3981,City_100,College_41,2nd,ML,LinkedIn
LD3982,City_13,College_3,3rd,AI,LinkedIn
LD3983,City_93,College_84,1st,statistics,Google Form
LD3984,City_5,College_52,1st,statistics,LinkedIn
LD3985,City_9,College_39,4th,Data Science,Whatsapp
LD3986,City_25,College_85,1st,Cyber Security,LinkedIn
LD3987,City_25,College_157,1st,Cyber Security,LinkedIn
LD3988,City_9,College_83,3rd,statistics,Whatsapp
LD3989,City_60,College_113,1st,statistics,Mass-Mailing
LD3990,City_63,College_45,1st,Cyber Security,College Collaboration
LD3991,City_64,College_157,1st,Cyber Security,LinkedIn
LD3992,City_1,College_183,4th,statistics,College Collaboration
LD3993,City_60,College_129,,Cyber Security,College Collaboration
LD3994,City_47,College_108,2nd,ML,Instagram
LD3995,City_47,College_119,3rd,AI,Mass-Mailing
LD3996,City_5,College_77,1st,Robotics,LinkedIn
LD3997,City_72,College_137,4th,Cyber Security,College Collaboration
LD3998,City_52,College_114,1st,Robotics,College Collaboration
LD3999,City_5,College_62,2nd,Data Science,Instagram
LD4000,City_73,College_120,2nd,statistics,LinkedIn
LD4001,City_55,College_113,3rd,statistics,LinkedIn
LD4002,City_15,College_143,4th,ML,Google Form
LD4003,City_19,College_114,4th,Data Science,College Collaboration
LD4004,City_9,College_50,3rd,statistics,College Collaboration
LD4005,City_24,College_188,1st,ML,LinkedIn
LD4006,City_83,College_28,2nd,Data Science,Mass-Mailing
LD4007,City_54,College_124,3rd,Cyber Security,Instagram
LD4008,City_30,College_92,1st,Cyber Security,Instagram
LD4009,City_19,College_85,2nd,ML,LinkedIn
LD4010,City_39,College_100,2nd,ML,College Collaboration
LD4011,City_9,College_20,2nd,statistics,College Collaboration
LD4012,City_64,College_176,1st,AI,LinkedIn
LD4013,City_9,College_62,1st,statistics,Instagram
LD4014,City_83,College_62,,statistics,Instagram
LD4015,City_47,College_198,3rd,Robotics,College Collaboration
LD4016,City_61,College_146,1st,Cyber Security,Google Form
LD4017,City_87,,2nd,statistics,Google Form
LD4018,City_58,College_143,2nd,AI,
LD4019,City_46,College_1,3rd,AI,Whatsapp
LD4020,City_33,College_24,3rd,ML,Instagram
LD4021,City_87,College_20,2nd,Data Science,College Collaboration
LD4022,City_5,College_146,3rd,Data Science,College Collaboration
LD4023,City_76,College_52,3rd,Data Science,College Collaboration
LD4024,City_33,College_146,2nd,Cyber Security,X
LD4025,City_64,College_75,4th,Cyber Security,College Collaboration
LD4026,City_47,College_183,2nd,Cyber Security,Google Form
LD4027,City_43,College_9,3rd,Robotics,Instagram
LD4028,City_87,College_113,2nd,Robotics,Instagram
LD4029,City_58,College_78,1st,Cyber Security,Whatsapp
LD4030,City_94,College_62,,Cyber Security,LinkedIn
LD4031,City_76,College_62,1st,Cyber Security,Instagram
LD4032,City_9,College_170,4th,Data Science,Instagram
LD4033,City_5,College_100,3rd,,Whatsapp
LD4034,City_26,College_102,2nd,statistics,Instagram
LD4035,City_39,College_142,4th,,College Collaboration
LD4036,City_68,College_55,4th,ML,Google Form
LD4037,City_13,,4th,Data Science,
LD4038,City_10,College_118,3rd,Data Science,Instagram
LD4039,City_46,College_62,3rd,AI,Google Form
LD4040,City_63,College_34,4th,ML,LinkedIn
LD4041,City_33,College_123,3rd,statistics,LinkedIn
LD4042,City_58,College_34,1st,AI,Instagram
LD4043,City_3,College_13,1st,Cyber Security,X
LD4044,City_30,College_157,4th,Data Science,Whatsapp
LD4045,City_86,College_23,4th,AI,LinkedIn
LD4046,City_68,College_92,4th,AI,LinkedIn
LD4047,City_88,College_115,1st,Data Science,Google Form
LD4048,City_64,College_93,1st,AI,College Collaboration
LD4049,City_77,College_146,4th,Cyber Security,College Collaboration
LD4050,City_77,College_77,2nd,Data Science,LinkedIn
LD4051,City_35,College_114,3rd,,College Collaboration
LD4052,City_80,College_56,1st,Electric Vehicle,LinkedIn
LD4053,City_13,College_146,2nd,Cyber Security,College Collaboration
LD4054,City_64,College_42,4th,Cyber Security,College Collaboration
LD4055,City_80,,1st,Data Science,Google Form
LD4056,City_26,College_142,2nd,Robotics,College Collaboration
LD4057,City_82,College_146,4th,Data Science,College Collaboration
LD4058,City_78,College_72,4th,ML,Google Form
LD4059,City_4,College_50,4th,statistics,LinkedIn
LD4060,City_39,College_73,1st,AI,Whatsapp
LD4061,City_2,College_101,3rd,,
LD4062,City_51,College_142,4th,,Whatsapp
LD4063,City_71,College_99,3rd,Data Science,Mass-Mailing
LD4064,City_55,College_117,2nd,ML,College Collaboration
LD4065,City_99,College_177,4th,ML,Google Form
LD4066,City_46,College_146,4th,,Mass-Mailing
LD4067,City_82,College_153,2nd,Data Science,Instagram
LD4068,City_42,College_148,2nd,Cyber Security,Mass-Mailing
LD4069,City_14,College_54,4th,ML,Mass-Mailing
LD4070,City_16,,4th,ML,Whatsapp
LD4071,City_26,College_113,2nd,ML,Instagram
LD4072,City_80,College_89,,Robotics,LinkedIn
LD4073,City_96,College_71,2nd,Data Science,Google Form
LD4074,City_87,College_62,4th,AI,Whatsapp
LD4075,City_9,College_10,3rd,Robotics,Mass-Mailing
LD4076,City_61,College_142,3rd,ML,Whatsapp
LD4077,City_68,College_158,2nd,Robotics,
LD4078,City_82,College_19,3rd,Cyber Security,LinkedIn
LD4079,City_77,College_39,2nd,ML,Whatsapp
LD4080,City_32,College_190,3rd,Data Science,LinkedIn
LD4081,City_73,College_22,3rd,Electric Vehicle,Instagram
LD4082,City_15,College_165,3rd,Cyber Security,College Collaboration
LD4083,City_33,College_164,3rd,Cyber Security,College Collaboration
LD4084,City_85,College_56,1st,Cyber Security,College Collaboration
LD4085,,College_75,3rd,AI,X
LD4086,City_61,College_157,,ML,Mass-Mailing
LD4087,,College_32,4th,Cyber Security,Whatsapp
LD4088,City_98,College_140,4th,statistics,Instagram
LD4089,City_43,College_189,1st,statistics,College Collaboration
LD4090,City_43,,3rd,Cyber Security,College Collaboration
LD4091,City_96,College_152,2nd,Data Science,Instagram
LD4092,City_84,College_71,2nd,Cyber Security,Whatsapp
LD4093,City_84,College_24,2nd,AI,College Collaboration
LD4094,City_21,College_85,1st,Cyber Security,College Collaboration
LD4095,City_82,College_135,2nd,Cyber Security,College Collaboration
LD4096,City_53,College_45,2nd,ML,
LD4097,City_9,College_183,4th,Data Science,
LD4098,City_1,College_127,3rd,Cyber Security,College Collaboration
LD4099,City_13,,1st,Data Science,LinkedIn
LD4100,,,3rd,Data Science,
LD4101,City_47,College_194,3rd,Robotics,College Collaboration
LD4102,City_19,College_126,4th,Data Science,College Collaboration
LD4103,City_85,College_46,2nd,Data Science,College Collaboration
LD4104,City_63,College_193,1st,Data Science,Whatsapp
LD4105,City_68,College_178,4th,statistics,Google Form
LD4106,City_77,College_51,1st,Robotics,Mass-Mailing
LD4107,City_52,College_142,1st,statistics,Whatsapp
LD4108,City_10,College_26,2nd,AI,Instagram
LD4109,City_24,College_126,4th,AI,X
LD4110,City_41,College_199,4th,Cyber Security,Whatsapp
LD4111,City_43,College_99,4th,statistics,Instagram
LD4112,City_82,College_62,1st,Data Science,Whatsapp
LD4113,City_82,College_115,3rd,Robotics,Google Form
LD4114,City_26,College_105,3rd,Electric Vehicle,College Collaboration
LD4115,City_74,College_185,3rd,statistics,Google Form
LD4116,City_64,College_113,4th,Electric Vehicle,College Collaboration
LD4117,City_2,College_54,2nd,statistics,Mass-Mailing
LD4118,City_83,College_7,3rd,Cyber Security,X
LD4119,City_19,,4th,Robotics,Google Form
LD4120,City_41,College_62,3rd,Data Science,College Collaboration
LD4121,City_63,College_133,3rd,ML,Instagram
LD4122,City_74,College_41,1st,statistics,Mass-Mailing
LD4123,City_64,College_187,1st,Electric Vehicle,Instagram
LD4124,City_83,College_9,3rd,Robotics,College Collaboration
LD4125,City_21,College_101,3rd,ML,LinkedIn
LD4126,City_77,College_26,1st,Data Science,Instagram
LD4127,City_45,College_92,2nd,Data Science,LinkedIn
LD4128,City_39,College_161,3rd,Robotics,Mass-Mailing
LD4129,City_64,College_71,1st,Cyber Security,College Collaboration
LD4130,City_44,College_41,2nd,AI,College Collaboration
LD4131,City_74,College_69,3rd,AI,Whatsapp
LD4132,City_13,College_14,3rd,ML,Google Form
LD4133,City_78,College_29,4th,AI,College Collaboration
LD4134,City_26,College_107,4th,Cyber Security,Instagram
LD4135,City_52,College_196,1st,ML,College Collaboration
LD4136,City_38,College_71,3rd,ML,College Collaboration
LD4137,City_11,College_177,3rd,Data Science,College Collaboration
LD4138,City_83,College_50,2nd,AI,College Collaboration
LD4139,City_33,,3rd,statistics,Instagram
LD4140,City_44,College_129,2nd,Data Science,College Collaboration
LD4141,City_42,College_56,2nd,statistics,College Collaboration
LD4142,City_54,College_113,3rd,,LinkedIn
LD4143,City_39,College_163,2nd,Data Science,Instagram
LD4144,City_23,College_149,2nd,Cyber Security,LinkedIn
LD4145,City_34,College_165,2nd,Data Science,Whatsapp
LD4146,City_97,College_49,3rd,Data Science,Instagram
LD4147,City_52,College_181,3rd,ML,College Collaboration
LD4148,City_9,College_177,3rd,statistics,College Collaboration
LD4149,City_93,College_183,2nd,statistics,College Collaboration
LD4150,City_100,College_61,1st,Data Science,Google Form
LD4151,City_82,College_117,2nd,ML,College Collaboration
LD4152,City_44,College_9,2nd,AI,College Collaboration
LD4153,City_82,College_133,2nd,Cyber Security,College Collaboration
LD4154,,College_126,1st,Cyber Security,LinkedIn
LD4155,City_47,College_42,3rd,Data Science,LinkedIn
LD4156,City_85,College_27,3rd,statistics,Instagram
LD4157,City_64,College_131,2nd,statistics,College Collaboration
LD4158,City_42,College_105,4th,,LinkedIn
LD4159,City_69,College_163,1st,statistics,Whatsapp
LD4160,City_93,College_62,1st,statistics,Instagram
LD4161,City_46,College_51,1st,Data Science,Instagram
LD4162,City_4,College_25,3rd,,Instagram
LD4163,City_10,College_118,2nd,statistics,X
LD4164,City_70,College_26,3rd,Robotics,LinkedIn
LD4165,City_75,College_199,4th,Data Science,College Collaboration
LD4166,,College_62,3rd,Data Science,Whatsapp
LD4167,City_9,College_101,4th,,Google Form
LD4168,City_2,College_88,4th,Data Science,Whatsapp
LD4169,City_38,College_110,3rd,,College Collaboration
LD4170,City_19,College_117,4th,Data Science,
LD4171,City_90,College_37,4th,Cyber Security,Instagram
LD4172,,College_158,4th,,Instagram
LD4173,City_90,College_162,2nd,ML,Google Form
LD4174,City_96,College_51,4th,Data Science,Google Form
LD4175,City_44,College_38,,Cyber Security,College Collaboration
LD4176,City_47,College_183,4th,Robotics,College Collaboration
LD4177,City_69,College_66,1st,Robotics,Google Form
LD4178,City_34,College_146,4th,Cyber Security,College Collaboration
LD4179,City_41,College_137,4th,Data Science,LinkedIn
LD4180,City_63,College_167,1st,ML,Instagram
LD4181,City_80,College_24,4th,Data Science,Google Form
LD4182,City_51,College_27,4th,Data Science,Instagram
LD4183,City_15,College_165,1st,Cyber Security,
LD4184,City_44,College_66,1st,Robotics,Whatsapp
LD4185,City_39,,2nd,,Instagram
LD4186,City_9,College_56,2nd,ML,Instagram
LD4187,City_51,College_164,4th,statistics,College Collaboration
LD4188,City_83,College_51,1st,Data Science,Mass-Mailing
LD4189,City_62,College_159,1st,AI,Whatsapp
LD4190,City_70,College_142,1st,,College Collaboration
LD4191,City_82,College_56,1st,,Instagram
LD4192,City_36,College_76,2nd,Data Science,Instagram
LD4193,City_77,College_61,2nd,Cyber Security,Instagram
LD4194,City_49,College_171,2nd,statistics,Instagram
LD4195,City_39,College_119,4th,ML,Instagram
LD4196,City_14,College_39,2nd,statistics,Instagram
LD4197,City_83,College_88,4th,AI,LinkedIn
LD4198,City_47,College_101,2nd,Cyber Security,Whatsapp
LD4199,City_87,College_92,3rd,Data Science,Google Form
LD4200,City_46,College_115,1st,Robotics,LinkedIn
LD4201,City_33,College_114,2nd,statistics,Mass-Mailing
LD4202,City_82,College_171,3rd,ML,College Collaboration
LD4203,City_73,College_96,1st,Data Science,College Collaboration
LD4204,City_73,College_92,,Data Science,LinkedIn
LD4205,City_33,College_62,2nd,statistics,Instagram
LD4206,City_52,College_134,1st,Data Science,X
LD4207,City_9,College_170,4th,,LinkedIn
LD4208,City_69,College_161,4th,Data Science,College Collaboration
LD4209,City_99,College_198,3rd,Cyber Security,Google Form
LD4210,City_87,College_88,4th,AI,Whatsapp
LD4211,City_68,College_75,3rd,,LinkedIn
LD4212,City_2,College_33,3rd,Cyber Security,Google Form
LD4213,City_31,College_25,3rd,Cyber Security,Mass-Mailing
LD4214,City_70,College_56,3rd,ML,LinkedIn
LD4215,City_47,College_135,4th,Cyber Security,Whatsapp
LD4216,City_58,College_77,3rd,statistics,College Collaboration
LD4217,City_71,College_187,3rd,Robotics,LinkedIn
LD4218,City_41,College_42,2nd,Cyber Security,Mass-Mailing
LD4219,,College_160,3rd,Electric Vehicle,Instagram
LD4220,City_34,College_19,2nd,Data Science,LinkedIn
LD4221,City_26,College_85,2nd,,College Collaboration
LD4222,City_32,College_173,3rd,AI,Google Form
LD4223,City_61,College_195,3rd,Cyber Security,Instagram
